ID_EMPLOYEE,Tenure Range,GENDER,EMPLOYEE_TYPE,ENGAGEMENT_SCORE,AGE RANGE
3182,2-5 years,F,Permanent,0.55,23-26
3183,0-2 years,M,Permanent,0.58,23-26
3184,0-2 years,M,Non Permanent,0.45,23-26
3185,0-2 years,M,Permanent,0.8300000000000001,23-26
3186,0-2 years,M,Permanent,0.32,26-30
3187,0-2 years,M,Permanent,0.36,23-26
3188,0-2 years,F,Permanent,0.28,23-26
3189,0-2 years,M,Permanent,0.28,23-26
3190,2-5 years,M,Permanent,0.6900000000000001,23-26
3191,'+5 years,M,Permanent,0.31,23-26
3192,0-2 years,F,Permanent,0.77,26-30
3193,0-2 years,F,Permanent,0.72,23-26
3194,0-2 years,M,Permanent,0.77,26-30
3195,'+5 years,M,Permanent,0.46,23-26
3196,0-2 years,M,Permanent,0.7000000000000001,23-26
3197,0-2 years,F,Permanent,0.66,26-30
3198,0-2 years,M,Permanent,0.58,26-30
3199,0-2 years,M,Permanent,0.34,23-26
3200,'+5 years,F,Permanent,0.77,30-35
3201,0-2 years,F,Permanent,0.42,30-35
3202,0-2 years,M,Permanent,0.61,23-26
3203,0-2 years,F,Permanent,0.31,23-26
3204,0-2 years,F,Permanent,0.59,30-35
3205,0-2 years,M,Permanent,0.8300000000000001,23-26
3206,0-2 years,F,Permanent,0.78,23-26
3207,0-2 years,M,Non Permanent,0.59,23-26
3209,2-5 years,M,Permanent,0.7000000000000001,23-26
3210,0-2 years,M,Non Permanent,0.61,23-26
3211,0-2 years,M,Permanent,0.74,23-26
3212,0-2 years,M,Non Permanent,0.51,23-26
3213,2-5 years,M,Permanent,0.55,23-26
3214,0-2 years,M,Permanent,0.66,23-26
3215,2-5 years,M,Permanent,0.66,23-26
3216,0-2 years,M,Permanent,0.65,26-30
3217,0-2 years,M,Non Permanent,0.6900000000000001,23-26
3218,0-2 years,M,Permanent,0.52,23-26
3219,0-2 years,M,Non Permanent,0.6,23-26
3221,0-2 years,M,Permanent,0.46,23-26
3222,0-2 years,M,Non Permanent,0.6,23-26
3223,0-2 years,F,Permanent,0.79,23-26
3224,0-2 years,F,Permanent,0.53,23-26
3225,0-2 years,M,Permanent,0.34,23-26
3226,0-2 years,M,Permanent,0.7000000000000001,23-26
3227,0-2 years,M,Non Permanent,0.62,23-26
3228,0-2 years,M,Permanent,0.53,26-30
3229,0-2 years,F,Permanent,0.45,26-30
3230,2-5 years,F,Permanent,0.33,30-35
3231,0-2 years,M,Permanent,0.63,30-35
3232,0-2 years,M,Permanent,0.53,23-26
3233,2-5 years,M,Permanent,0.66,23-26
3234,2-5 years,F,Permanent,0.51,23-26
3235,0-2 years,M,Permanent,0.67,23-26
3236,'+5 years,M,Permanent,0.34,30-35
3237,2-5 years,M,Permanent,0.64,23-26
3238,0-2 years,M,Permanent,0.6900000000000001,23-26
3239,0-2 years,M,Permanent,0.6900000000000001,26-30
3240,0-2 years,M,Non Permanent,0.64,23-26
3241,0-2 years,M,Permanent,0.61,23-26
3242,0-2 years,F,Permanent,0.59,23-26
3243,0-2 years,F,Non Permanent,0.58,23-26
3244,0-2 years,F,Non Permanent,0.72,26-30
3245,0-2 years,F,Permanent,0.55,23-26
3246,2-5 years,M,Permanent,0.34,23-26
3247,0-2 years,M,Non Permanent,0.77,23-26
3248,'+5 years,F,Permanent,0.49,30-35
3249,2-5 years,F,Permanent,0.66,30-35
3250,0-2 years,M,Permanent,0.77,23-26
3251,0-2 years,F,Non Permanent,0.74,23-26
3252,0-2 years,F,Permanent,0.59,23-26
3253,0-2 years,F,Permanent,0.64,23-26
3254,0-2 years,M,Permanent,0.8,23-26
3255,0-2 years,M,Permanent,0.4,23-26
3256,0-2 years,M,Permanent,0.8300000000000001,23-26
3257,0-2 years,M,Permanent,0.46,23-26
3258,0-2 years,M,Permanent,0.53,23-26
3259,'+5 years,M,Permanent,0.6900000000000001,23-26
3260,'+5 years,F,Permanent,0.3,30-35
3261,0-2 years,M,Permanent,0.4,23-26
3262,'+5 years,M,Permanent,0.37,23-26
3264,0-2 years,F,Permanent,0.6900000000000001,23-26
3265,0-2 years,M,Permanent,0.8,23-26
3266,'+5 years,M,Permanent,0.6,23-26
3267,0-2 years,M,Permanent,0.78,23-26
3268,0-2 years,M,Permanent,0.52,26-30
3269,0-2 years,F,Permanent,0.5700000000000001,26-30
3270,'+5 years,M,Non Permanent,0.67,30-35
3271,'+5 years,F,Permanent,0.59,23-26
3272,'+5 years,M,Permanent,0.6900000000000001,23-26
3273,0-2 years,M,Permanent,0.59,26-30
3274,0-2 years,M,Permanent,0.67,23-26
3275,0-2 years,M,Permanent,0.7000000000000001,23-26
3276,0-2 years,M,Permanent,0.74,26-30
3277,2-5 years,M,Permanent,0.6,23-26
3278,2-5 years,M,Permanent,0.66,23-26
3279,0-2 years,F,Permanent,0.59,23-26
3280,0-2 years,M,Non Permanent,0.31,23-26
3281,0-2 years,M,Permanent,0.6,23-26
3282,0-2 years,M,Permanent,0.8300000000000001,26-30
3283,0-2 years,M,Permanent,0.59,23-26
3284,0-2 years,M,Permanent,0.65,23-26
3285,0-2 years,F,Permanent,0.67,23-26
3286,0-2 years,M,Permanent,0.73,26-30
3287,0-2 years,M,Permanent,0.77,23-26
3288,2-5 years,F,Permanent,0.67,26-30
3289,0-2 years,M,Permanent,0.45,23-26
3290,0-2 years,F,Permanent,0.42,23-26
3291,2-5 years,M,Permanent,0.77,23-26
3292,0-2 years,F,Permanent,0.8300000000000001,23-26
3293,'+5 years,M,Permanent,0.8,23-26
3294,2-5 years,M,Permanent,0.36,26-30
3295,0-2 years,M,Permanent,0.51,26-30
3296,0-2 years,M,Permanent,0.59,23-26
3297,0-2 years,F,Permanent,0.35000000000000003,23-26
3298,0-2 years,F,Non Permanent,0.62,23-26
3299,0-2 years,M,Non Permanent,0.67,26-30
3300,0-2 years,M,Permanent,0.4,30-35
3301,0-2 years,M,Non Permanent,0.58,23-26
3303,0-2 years,F,Permanent,0.55,23-26
3304,0-2 years,M,Non Permanent,0.28,23-26
3305,0-2 years,M,Permanent,0.51,23-26
3306,0-2 years,M,Permanent,0.41000000000000003,23-26
3307,2-5 years,M,Permanent,0.8,23-26
3308,0-2 years,M,Permanent,0.61,26-30
3309,0-2 years,M,Non Permanent,0.39,23-26
3310,0-2 years,M,Non Permanent,0.7000000000000001,23-26
3312,0-2 years,M,Permanent,0.78,30-35
3313,0-2 years,M,Non Permanent,0.8300000000000001,23-26
3314,0-2 years,M,Permanent,0.5700000000000001,23-26
3315,0-2 years,M,Permanent,0.8300000000000001,23-26
3316,2-5 years,M,Permanent,0.8300000000000001,23-26
3317,0-2 years,M,Permanent,0.61,23-26
3318,0-2 years,M,Permanent,0.5700000000000001,23-26
3319,0-2 years,M,Permanent,0.6,23-26
3320,0-2 years,F,Permanent,0.71,23-26
3321,0-2 years,M,Permanent,0.8300000000000001,26-30
3322,2-5 years,M,Permanent,0.72,23-26
3323,0-2 years,M,Non Permanent,0.51,23-26
3324,2-5 years,M,Permanent,0.39,26-30
3325,2-5 years,M,Permanent,0.53,26-30
3326,0-2 years,M,Non Permanent,0.51,23-26
3327,2-5 years,F,Permanent,0.47000000000000003,23-26
3328,0-2 years,M,Permanent,0.74,23-26
3329,0-2 years,F,Permanent,0.8300000000000001,23-26
3330,'+5 years,M,Permanent,0.49,23-26
3331,0-2 years,F,Permanent,0.61,23-26
3332,'+5 years,F,Permanent,0.74,26-30
3333,0-2 years,M,Permanent,0.56,23-26
3334,0-2 years,M,Permanent,0.78,23-26
3335,0-2 years,M,Permanent,0.8300000000000001,23-26
3336,'+5 years,M,Permanent,0.61,26-30
3337,0-2 years,M,Non Permanent,0.51,26-30
3338,0-2 years,F,Non Permanent,0.53,23-26
3339,0-2 years,F,Permanent,0.6,23-26
3340,2-5 years,F,Permanent,0.8300000000000001,23-26
3341,0-2 years,M,Non Permanent,0.78,23-26
3342,0-2 years,M,Non Permanent,0.61,23-26
3343,0-2 years,M,Permanent,0.67,23-26
3344,0-2 years,M,Permanent,0.6900000000000001,23-26
3345,0-2 years,M,Permanent,0.72,26-30
3346,0-2 years,M,Permanent,0.77,30-35
3347,0-2 years,M,Permanent,0.8300000000000001,23-26
3348,0-2 years,M,Non Permanent,0.79,23-26
3350,'+5 years,M,Permanent,0.61,23-26
3351,0-2 years,M,Permanent,0.47000000000000003,23-26
3352,0-2 years,M,Permanent,0.51,26-30
3353,0-2 years,M,Non Permanent,0.56,23-26
3354,0-2 years,M,Non Permanent,0.6,26-30
3355,0-2 years,M,Permanent,0.64,23-26
3356,0-2 years,M,Permanent,0.77,23-26
3357,0-2 years,F,Permanent,0.65,23-26
3358,0-2 years,M,Permanent,0.7000000000000001,26-30
3359,2-5 years,M,Permanent,0.45,30-35
3360,2-5 years,F,Permanent,0.79,23-26
3362,0-2 years,M,Permanent,0.36,23-26
3363,0-2 years,F,Permanent,0.65,23-26
3364,0-2 years,M,Non Permanent,0.49,26-30
3365,0-2 years,F,Permanent,0.66,23-26
3366,0-2 years,M,Permanent,0.55,23-26
3367,0-2 years,M,Permanent,0.61,26-30
3368,0-2 years,M,Permanent,0.5,30-35
3369,0-2 years,M,Permanent,0.66,23-26
3370,0-2 years,F,Permanent,0.6,23-26
3371,0-2 years,M,Permanent,0.7000000000000001,23-26
3372,'+5 years,M,Permanent,0.78,30-35
3373,0-2 years,F,Permanent,0.44,26-30
3374,0-2 years,M,Permanent,0.64,26-30
3375,0-2 years,M,Permanent,0.66,23-26
3376,0-2 years,M,Permanent,0.8,23-26
3377,0-2 years,M,Permanent,0.79,23-26
3378,2-5 years,M,Permanent,0.72,23-26
3379,2-5 years,M,Permanent,0.6900000000000001,23-26
3380,2-5 years,M,Permanent,0.46,23-26
3381,2-5 years,F,Permanent,0.5,26-30
3382,0-2 years,M,Permanent,0.58,23-26
3383,2-5 years,M,Permanent,0.65,23-26
3384,0-2 years,M,Permanent,0.8300000000000001,23-26
3385,0-2 years,F,Permanent,0.59,26-30
3386,2-5 years,M,Permanent,0.72,23-26
3387,0-2 years,F,Permanent,0.5,30-35
3388,2-5 years,F,Permanent,0.5700000000000001,23-26
3389,0-2 years,F,Non Permanent,0.75,23-26
3390,0-2 years,F,Permanent,0.61,23-26
3391,2-5 years,M,Permanent,0.52,23-26
3392,'+5 years,F,Permanent,0.61,26-30
3393,0-2 years,M,Permanent,0.47000000000000003,30-35
3394,0-2 years,F,Permanent,0.72,26-30
3395,'+5 years,M,Permanent,0.65,23-26
3396,0-2 years,M,Permanent,0.5,23-26
3397,0-2 years,F,Permanent,0.54,26-30
3398,0-2 years,M,Permanent,0.6,23-26
3399,0-2 years,M,Non Permanent,0.74,23-26
3400,0-2 years,M,Permanent,0.47000000000000003,26-30
3401,0-2 years,F,Permanent,0.65,26-30
3402,0-2 years,F,Permanent,0.58,23-26
3403,2-5 years,M,Permanent,0.74,23-26
3404,0-2 years,F,Permanent,0.78,23-26
3405,2-5 years,F,Permanent,0.29,23-26
3406,0-2 years,F,Permanent,0.55,23-26
3407,2-5 years,F,Permanent,0.44,23-26
3408,0-2 years,M,Permanent,0.72,23-26
3409,0-2 years,F,Permanent,0.77,23-26
3410,0-2 years,F,Permanent,0.64,23-26
3411,2-5 years,F,Permanent,0.67,23-26
3412,0-2 years,M,Permanent,0.6900000000000001,26-30
3413,0-2 years,M,Permanent,0.64,23-26
3414,0-2 years,M,Non Permanent,0.6900000000000001,23-26
3415,2-5 years,M,Permanent,0.47000000000000003,23-26
3416,0-2 years,M,Permanent,0.6900000000000001,26-30
3417,0-2 years,M,Permanent,0.67,30-35
3418,0-2 years,M,Permanent,0.58,23-26
3419,0-2 years,F,Permanent,0.48,23-26
3420,'+5 years,F,Permanent,0.72,23-26
3421,0-2 years,M,Permanent,0.48,23-26
3422,0-2 years,M,Permanent,0.53,23-26
3423,0-2 years,M,Permanent,0.78,23-26
3425,0-2 years,M,Permanent,0.45,23-26
3426,0-2 years,M,Non Permanent,0.66,26-30
3427,2-5 years,M,Permanent,0.6900000000000001,23-26
3428,0-2 years,M,Permanent,0.74,23-26
3429,0-2 years,M,Permanent,0.58,23-26
3430,0-2 years,F,Permanent,0.8300000000000001,23-26
3431,0-2 years,M,Non Permanent,0.72,23-26
3432,0-2 years,F,Permanent,0.67,26-30
3433,0-2 years,F,Non Permanent,0.62,23-26
3434,0-2 years,F,Permanent,0.43,26-30
3435,0-2 years,M,Non Permanent,0.58,23-26
3436,0-2 years,F,Permanent,0.54,26-30
3437,2-5 years,F,Permanent,0.66,23-26
3438,0-2 years,M,Permanent,0.34,23-26
3439,0-2 years,M,Non Permanent,0.8300000000000001,26-30
3440,2-5 years,F,Permanent,0.3,23-26
3441,0-2 years,F,Permanent,0.64,23-26
3442,0-2 years,M,Permanent,0.66,30-35
3443,0-2 years,M,Permanent,0.74,23-26
3444,2-5 years,M,Permanent,0.65,23-26
3445,0-2 years,M,Permanent,0.47000000000000003,23-26
3446,2-5 years,F,Permanent,0.53,23-26
3447,'+5 years,M,Permanent,0.7000000000000001,23-26
3448,2-5 years,M,Permanent,0.39,30-35
3449,0-2 years,M,Non Permanent,0.8300000000000001,23-26
3450,0-2 years,F,Permanent,0.68,23-26
3451,2-5 years,M,Permanent,0.78,23-26
3452,'+5 years,F,Permanent,0.72,23-26
3453,0-2 years,M,Permanent,0.68,23-26
3454,0-2 years,M,Permanent,0.5700000000000001,23-26
3455,2-5 years,M,Permanent,0.61,23-26
3456,0-2 years,M,Non Permanent,0.64,23-26
3457,0-2 years,M,Permanent,0.41000000000000003,23-26
3458,0-2 years,F,Permanent,0.66,23-26
3459,0-2 years,M,Permanent,0.78,23-26
3460,'+5 years,M,Permanent,0.42,23-26
3461,0-2 years,M,Permanent,0.78,23-26
3462,0-2 years,M,Non Permanent,0.77,23-26
3463,0-2 years,M,Permanent,0.6900000000000001,23-26
3464,0-2 years,F,Permanent,0.53,23-26
3465,0-2 years,M,Permanent,0.66,23-26
3466,0-2 years,M,Permanent,0.47000000000000003,23-26
3467,0-2 years,M,Permanent,0.61,23-26
3468,0-2 years,M,Non Permanent,0.8300000000000001,23-26
3469,2-5 years,F,Permanent,0.68,23-26
3470,0-2 years,F,Permanent,0.42,23-26
3471,0-2 years,M,Permanent,0.77,23-26
3472,0-2 years,M,Permanent,0.6900000000000001,26-30
3473,0-2 years,M,Permanent,0.8300000000000001,23-26
3474,0-2 years,M,Permanent,0.72,23-26
3475,2-5 years,F,Permanent,0.48,23-26
3476,0-2 years,F,Permanent,0.74,23-26
3477,2-5 years,M,Permanent,0.54,23-26
3478,0-2 years,M,Permanent,0.65,23-26
3480,0-2 years,F,Permanent,0.72,23-26
3481,0-2 years,M,Permanent,0.7000000000000001,23-26
3482,0-2 years,F,Permanent,0.8,23-26
3483,0-2 years,F,Permanent,0.47000000000000003,23-26
3485,'+5 years,F,Permanent,0.66,30-35
3486,0-2 years,F,Non Permanent,0.75,23-26
3487,0-2 years,F,Non Permanent,0.6,23-26
3488,0-2 years,M,Permanent,0.55,23-26
3489,'+5 years,F,Permanent,0.78,23-26
3490,0-2 years,F,Permanent,0.78,23-26
3491,0-2 years,M,Permanent,0.77,23-26
3492,'+5 years,F,Permanent,0.66,23-26
3493,0-2 years,M,Permanent,0.6900000000000001,23-26
3494,0-2 years,F,Permanent,0.77,26-30
3495,0-2 years,M,Permanent,0.74,26-30
3496,0-2 years,M,Non Permanent,0.75,26-30
3497,0-2 years,M,Non Permanent,0.7000000000000001,23-26
3498,'+5 years,M,Permanent,0.58,23-26
3499,0-2 years,M,Permanent,0.61,23-26
3500,0-2 years,M,Permanent,0.66,23-26
3501,0-2 years,F,Permanent,0.66,23-26
3502,0-2 years,M,Non Permanent,0.64,26-30
3503,0-2 years,M,Non Permanent,0.6900000000000001,23-26
3504,0-2 years,M,Permanent,0.6,23-26
3505,2-5 years,M,Permanent,0.8,23-26
3506,0-2 years,M,Permanent,0.66,23-26
3507,0-2 years,M,Permanent,0.76,23-26
3508,0-2 years,F,Permanent,0.47000000000000003,23-26
3509,0-2 years,M,Permanent,0.59,26-30
3510,0-2 years,M,Permanent,0.63,23-26
3511,0-2 years,M,Permanent,0.53,30-35
3512,0-2 years,M,Non Permanent,0.59,26-30
3513,0-2 years,M,Permanent,0.6900000000000001,26-30
3514,0-2 years,M,Permanent,0.61,23-26
3515,'+5 years,M,Permanent,0.74,23-26
3516,0-2 years,M,Non Permanent,0.66,26-30
3517,0-2 years,M,Permanent,0.52,26-30
3518,0-2 years,M,Permanent,0.66,23-26
3519,0-2 years,F,Permanent,0.61,23-26
3520,0-2 years,M,Permanent,0.66,23-26
3522,'+5 years,M,Permanent,0.31,30-35
3523,0-2 years,M,Permanent,0.76,23-26
3524,0-2 years,M,Permanent,0.47000000000000003,23-26
3525,'+5 years,M,Permanent,0.55,23-26
3526,0-2 years,M,Permanent,0.74,23-26
3527,'+5 years,M,Permanent,0.41000000000000003,23-26
3528,0-2 years,M,Non Permanent,0.71,23-26
3529,0-2 years,M,Permanent,0.8300000000000001,23-26
3530,'+5 years,M,Permanent,0.77,23-26
3531,0-2 years,M,Permanent,0.74,23-26
3532,0-2 years,M,Non Permanent,0.61,23-26
3533,'+5 years,M,Permanent,0.79,30-35
3534,0-2 years,M,Permanent,0.62,26-30
3535,0-2 years,M,Permanent,0.62,23-26
3536,2-5 years,M,Permanent,0.54,23-26
3537,2-5 years,M,Permanent,0.35000000000000003,23-26
3538,0-2 years,M,Permanent,0.46,23-26
3539,'+5 years,M,Permanent,0.28,23-26
3540,2-5 years,F,Permanent,0.75,26-30
3541,'+5 years,M,Permanent,0.74,30-35
3542,0-2 years,M,Permanent,0.53,23-26
3543,0-2 years,M,Permanent,0.66,23-26
3544,'+5 years,F,Permanent,0.68,23-26
3545,0-2 years,F,Permanent,0.59,23-26
3546,0-2 years,F,Permanent,0.61,23-26
3547,'+5 years,F,Permanent,0.31,23-26
3548,0-2 years,M,Permanent,0.49,26-30
3549,0-2 years,M,Non Permanent,0.74,26-30
3550,0-2 years,M,Non Permanent,0.68,23-26
3551,0-2 years,F,Permanent,0.67,26-30
3553,2-5 years,F,Permanent,0.62,23-26
3554,0-2 years,F,Permanent,0.42,23-26
3555,'+5 years,M,Permanent,0.67,23-26
3556,0-2 years,M,Permanent,0.68,23-26
3557,2-5 years,M,Permanent,0.41000000000000003,23-26
3558,0-2 years,M,Permanent,0.79,23-26
3559,0-2 years,M,Permanent,0.8300000000000001,23-26
3560,0-2 years,M,Permanent,0.77,30-35
3561,0-2 years,M,Permanent,0.64,23-26
3562,0-2 years,M,Non Permanent,0.39,23-26
3563,0-2 years,M,Permanent,0.56,26-30
3564,0-2 years,M,Permanent,0.66,23-26
3565,0-2 years,F,Permanent,0.74,23-26
3566,0-2 years,F,Permanent,0.6,23-26
3567,0-2 years,M,Permanent,0.64,26-30
3568,2-5 years,F,Permanent,0.76,26-30
3569,0-2 years,F,Non Permanent,0.8,23-26
3570,'+5 years,M,Permanent,0.61,26-30
3571,0-2 years,M,Permanent,0.77,26-30
3572,2-5 years,M,Permanent,0.64,26-30
3574,0-2 years,F,Permanent,0.46,23-26
3575,0-2 years,M,Non Permanent,0.72,23-26
3576,0-2 years,M,Permanent,0.49,23-26
3577,2-5 years,F,Permanent,0.52,23-26
3578,0-2 years,M,Non Permanent,0.6900000000000001,23-26
3579,0-2 years,M,Permanent,0.58,23-26
3580,'+5 years,M,Permanent,0.72,23-26
3581,2-5 years,M,Permanent,0.35000000000000003,23-26
3582,0-2 years,M,Permanent,0.48,26-30
3583,0-2 years,M,Permanent,0.61,26-30
3584,2-5 years,F,Permanent,0.6,26-30
3585,0-2 years,F,Permanent,0.78,23-26
3586,0-2 years,M,Non Permanent,0.6900000000000001,23-26
3587,2-5 years,M,Permanent,0.29,23-26
3588,0-2 years,M,Non Permanent,0.73,23-26
3589,0-2 years,M,Permanent,0.72,23-26
3590,0-2 years,F,Non Permanent,0.8300000000000001,23-26
3592,0-2 years,F,Non Permanent,0.46,23-26
3593,2-5 years,M,Permanent,0.64,23-26
3594,'+5 years,M,Permanent,0.53,23-26
3595,0-2 years,M,Permanent,0.66,26-30
3596,0-2 years,M,Permanent,0.78,23-26
3597,0-2 years,M,Permanent,0.68,23-26
3598,0-2 years,F,Non Permanent,0.8300000000000001,23-26
3599,2-5 years,F,Permanent,0.8300000000000001,23-26
3600,'+5 years,M,Permanent,0.8,30-35
3602,0-2 years,F,Permanent,0.34,23-26
3603,'+5 years,M,Permanent,0.28,23-26
3604,0-2 years,M,Permanent,0.64,23-26
3605,0-2 years,F,Permanent,0.63,23-26
3606,0-2 years,M,Permanent,0.51,23-26
3607,0-2 years,F,Permanent,0.6900000000000001,26-30
3608,0-2 years,M,Permanent,0.5,26-30
3609,0-2 years,M,Non Permanent,0.68,26-30
3610,2-5 years,M,Permanent,0.76,26-30
3611,'+5 years,M,Permanent,0.8300000000000001,30-35
3612,2-5 years,M,Permanent,0.8300000000000001,23-26
3613,0-2 years,M,Permanent,0.77,23-26
3614,'+5 years,M,Permanent,0.8300000000000001,23-26
3615,0-2 years,F,Permanent,0.36,23-26
3617,0-2 years,M,Permanent,0.59,23-26
3618,0-2 years,F,Non Permanent,0.63,23-26
3619,0-2 years,F,Permanent,0.61,23-26
3620,'+5 years,M,Permanent,0.6900000000000001,23-26
3621,0-2 years,M,Permanent,0.34,26-30
3622,'+5 years,M,Permanent,0.71,23-26
3623,0-2 years,M,Permanent,0.74,23-26
3624,2-5 years,M,Permanent,0.77,23-26
3625,0-2 years,F,Permanent,0.79,23-26
3626,2-5 years,M,Permanent,0.6900000000000001,23-26
3627,2-5 years,F,Permanent,0.5700000000000001,23-26
3628,0-2 years,M,Permanent,0.45,26-30
3629,'+5 years,M,Permanent,0.45,23-26
3630,0-2 years,M,Non Permanent,0.55,23-26
3631,'+5 years,M,Permanent,0.6900000000000001,23-26
3632,0-2 years,M,Permanent,0.51,23-26
3633,0-2 years,M,Permanent,0.58,23-26
3634,0-2 years,M,Permanent,0.77,23-26
3635,0-2 years,M,Permanent,0.66,23-26
3636,2-5 years,M,Permanent,0.58,30-35
3637,0-2 years,M,Permanent,0.68,26-30
3638,0-2 years,M,Non Permanent,0.77,26-30
3639,'+5 years,M,Permanent,0.28,23-26
3640,0-2 years,M,Permanent,0.64,23-26
3641,'+5 years,M,Permanent,0.55,23-26
3642,0-2 years,M,Permanent,0.65,23-26
3643,2-5 years,F,Permanent,0.53,23-26
3644,0-2 years,M,Permanent,0.55,23-26
3645,'+5 years,M,Permanent,0.58,23-26
3646,0-2 years,F,Permanent,0.6,26-30
3649,0-2 years,F,Permanent,0.73,23-26
3650,0-2 years,M,Permanent,0.33,30-35
3651,2-5 years,M,Permanent,0.77,30-35
3652,0-2 years,M,Permanent,0.8300000000000001,23-26
3653,0-2 years,F,Permanent,0.8300000000000001,23-26
3654,0-2 years,F,Permanent,0.41000000000000003,23-26
3655,0-2 years,F,Permanent,0.58,23-26
3656,0-2 years,F,Permanent,0.66,26-30
3657,0-2 years,F,Permanent,0.72,23-26
3658,0-2 years,F,Permanent,0.6,26-30
3659,0-2 years,M,Permanent,0.79,23-26
3660,0-2 years,F,Permanent,0.8300000000000001,26-30
3661,0-2 years,M,Permanent,0.8300000000000001,26-30
3662,0-2 years,M,Permanent,0.71,23-26
3663,0-2 years,M,Non Permanent,0.63,23-26
3664,0-2 years,M,Permanent,0.67,23-26
3665,0-2 years,M,Non Permanent,0.46,23-26
3666,0-2 years,M,Permanent,0.8,23-26
3667,2-5 years,M,Permanent,0.65,23-26
3668,'+5 years,M,Permanent,0.6,30-35
3669,2-5 years,F,Permanent,0.61,23-26
3670,2-5 years,M,Permanent,0.51,23-26
3671,0-2 years,F,Permanent,0.66,23-26
3672,0-2 years,M,Non Permanent,0.64,23-26
3673,0-2 years,M,Permanent,0.59,23-26
3674,0-2 years,M,Permanent,0.76,26-30
3675,0-2 years,M,Non Permanent,0.58,26-30
3676,2-5 years,M,Permanent,0.76,23-26
3677,0-2 years,M,Permanent,0.75,23-26
3678,0-2 years,M,Permanent,0.78,26-30
3679,'+5 years,F,Permanent,0.53,23-26
3680,0-2 years,M,Permanent,0.64,23-26
3681,0-2 years,M,Permanent,0.55,23-26
3682,2-5 years,F,Permanent,0.75,30-35
3683,0-2 years,F,Permanent,0.74,23-26
3684,0-2 years,M,Permanent,0.6,23-26
3685,'+5 years,M,Permanent,0.64,23-26
3686,'+5 years,M,Permanent,0.49,30-35
3687,2-5 years,F,Non Permanent,0.5700000000000001,23-26
3688,2-5 years,M,Permanent,0.61,23-26
3689,0-2 years,F,Permanent,0.5,23-26
3690,0-2 years,M,Permanent,0.55,23-26
3691,0-2 years,M,Permanent,0.8300000000000001,26-30
3692,'+5 years,F,Permanent,0.63,30-35
3693,0-2 years,M,Non Permanent,0.77,23-26
3694,'+5 years,F,Permanent,0.74,23-26
3695,0-2 years,F,Permanent,0.74,23-26
3696,0-2 years,M,Permanent,0.28,30-35
3697,0-2 years,F,Permanent,0.91,23-26
3698,0-2 years,M,Permanent,0.8300000000000001,26-30
3699,2-5 years,M,Permanent,0.55,30-35
3700,0-2 years,M,Permanent,0.47000000000000003,23-26
3701,2-5 years,F,Permanent,0.63,23-26
3702,2-5 years,F,Permanent,0.66,23-26
3703,0-2 years,M,Permanent,0.59,23-26
3704,0-2 years,M,Permanent,0.6900000000000001,26-30
3705,2-5 years,M,Permanent,0.74,23-26
3706,0-2 years,M,Permanent,0.36,23-26
3707,0-2 years,F,Permanent,0.63,23-26
3708,2-5 years,F,Permanent,0.6,23-26
3709,0-2 years,M,Non Permanent,0.6,23-26
3710,0-2 years,F,Permanent,0.54,26-30
3711,0-2 years,M,Permanent,0.66,26-30
3712,0-2 years,F,Permanent,0.44,26-30
3713,0-2 years,M,Permanent,0.55,26-30
3714,0-2 years,F,Permanent,0.38,23-26
3715,2-5 years,M,Permanent,0.65,23-26
3716,2-5 years,F,Permanent,0.8,26-30
3717,0-2 years,M,Permanent,0.76,23-26
3718,0-2 years,M,Permanent,0.33,23-26
3719,0-2 years,M,Permanent,0.77,23-26
3720,0-2 years,M,Non Permanent,0.6900000000000001,23-26
3721,2-5 years,M,Permanent,0.78,30-35
3722,0-2 years,F,Permanent,0.7000000000000001,30-35
3723,0-2 years,M,Non Permanent,0.68,23-26
3724,2-5 years,M,Permanent,0.49,30-35
3726,0-2 years,M,Permanent,0.66,23-26
3727,2-5 years,M,Permanent,0.66,23-26
3728,0-2 years,M,Non Permanent,0.63,23-26
3729,0-2 years,M,Non Permanent,0.91,23-26
3730,2-5 years,M,Permanent,0.6,23-26
3731,0-2 years,M,Permanent,0.64,23-26
3732,0-2 years,M,Permanent,0.74,23-26
3733,0-2 years,M,Permanent,0.74,23-26
3734,0-2 years,M,Permanent,0.74,30-35
3735,0-2 years,F,Permanent,0.34,23-26
3736,0-2 years,F,Permanent,0.6900000000000001,23-26
3737,0-2 years,M,Non Permanent,0.31,23-26
3738,'+5 years,M,Permanent,0.72,30-35
3739,0-2 years,M,Permanent,0.76,23-26
3740,0-2 years,M,Non Permanent,0.8300000000000001,23-26
3741,0-2 years,M,Permanent,0.78,23-26
3742,0-2 years,M,Permanent,0.56,23-26
3743,0-2 years,F,Permanent,0.47000000000000003,23-26
3744,0-2 years,F,Permanent,0.51,23-26
3745,0-2 years,M,Non Permanent,0.6,26-30
3746,0-2 years,F,Permanent,0.91,30-35
3747,0-2 years,M,Permanent,0.8,23-26
3748,0-2 years,M,Permanent,0.58,23-26
3749,0-2 years,M,Non Permanent,0.8300000000000001,23-26
3750,0-2 years,F,Permanent,0.8300000000000001,23-26
3751,'+5 years,M,Permanent,0.8300000000000001,23-26
3752,'+5 years,F,Permanent,0.71,23-26
